frame_id,ped_id,x,y,z,vx,vy,heading
1,8,-1.5048,-4.4593,0.0,0.8627,-0.454,5.7988
1,9,7.2827,1.0068,0.0,0.8354,0.0075,6.2921
1,10,9.4266,8.6077,0.0,0.7004,1.2054,1.0444
1,11,-5.7662,-1.9411,0.0,-0.6205,0.5677,2.4006
1,12,-4.7624,5.7152,0.0,-0.9995,0.502,2.6761
1,13,9.9578,1.1868,0.0,0.7424,1.0707,0.9645
1,14,9.3721,1.505,0.0,-0.0359,-1.179,4.682
1,15,1.7336,0.1355,0.0,0.7458,1.1812,1.0076
1,16,-8.4351,-6.3555,0.0,-0.5623,-1.0788,4.2319
1,17,-7.6559,7.7693,0.0,-0.8033,-0.548,3.7402
1,18,-1.5445,1.6418,0.0,1.0636,-0.4776,5.8611
1,19,4.2895,-5.2894,0.0,-0.5164,-0.9452,4.2124
1,20,-3.7315,5.0512,0.0,-0.826,0.204,2.8994
1,21,9.9151,-8.4719,0.0,-0.1069,0.9432,1.6836
1,22,7.6553,7.6448,0.0,0.568,0.8934,1.0045
1,23,4.0132,2.1525,0.0,-0.87,-1.2109,4.0894
1,24,6.4199,-4.0448,0.0,1.1654,-0.4904,5.8848
1,25,-7.7028,-7.7809,0.0,-0.1711,1.1749,1.7154
1,26,4.345,-5.8454,0.0,-0.1086,1.2392,1.6582
1,27,8.0558,6.949,0.0,-0.7632,0.4062,2.6525
1,28,-9.9359,5.5052,0.0,-0.1055,1.2415,1.6556
1,29,1.0812,-1.4212,0.0,0.7126,0.3783,0.4881
2,0,9.7928,2.987,0.0,-1.1024,-0.0969,3.2293
2,1,-5.4896,-3.1182,0.0,0.1712,1.1997,1.4291
2,2,-8.4998,2.5694,0.0,0.807,-0.5204,5.7105
2,3,-8.5528,-5.1167,0.0,0.3098,1.2299,1.324
2,4,8.736,1.3107,0.0,0.2644,-1.0995,4.9484
2,5,-6.2894,-8.0104,0.0,-0.9761,0.5109,2.6594
2,6,4.7032,3.5531,0.0,1.2182,0.856,0.6125
2,7,-3.178,7.324,0.0,0.3602,0.905,1.192
2,8,-1.4761,-4.4745,0.0,0.8622,-0.455,5.7976
2,9,7.3105,1.0073,0.0,0.8353,0.0131,6.2988
2,10,9.45,8.6479,0.0,0.7008,1.2052,1.0441
2,11,-5.7871,-1.9224,0.0,-0.626,0.5617,2.4103
2,12,-4.7959,5.7316,0.0,-1.0041,0.4929,2.6853
2,13,9.9827,1.2224,0.0,0.7468,1.0676,0.9604
2,14,9.3706,1.4657,0.0,-0.0463,-1.1786,4.6731
2,15,1.7581,0.1751,0.0,0.7349,1.188,1.0168
2,16,-8.454,-6.3914,0.0,-0.568,-1.0758,4.2266
2,17,-7.6826,7.751,0.0,-0.8019,-0.5499,3.7426
2,18,-1.5091,1.6257,0.0,1.0608,-0.4839,5.8552
2,19,4.2722,-5.3208,0.0,-0.5202,-0.9431,4.2084
2,20,-3.759,5.0577,0.0,-0.8279,0.1958,2.9094
2,21,9.9112,-8.4405,0.0,-0.115,0.9422,1.6923
2,22,7.6741,7.6747,0.0,0.562,0.8972,1.0112
2,23,3.9838,2.1125,0.0,-0.8819,-1.2023,4.0795
2,24,6.4586,-4.0615,0.0,1.1618,-0.4989,5.8775
2,25,-7.7085,-7.7418,0.0,-0.1736,1.1745,1.7175
2,26,4.3414,-5.8041,0.0,-0.1083,1.2392,1.658
2,27,8.0304,6.9627,0.0,-0.7614,0.4096,2.648
2,28,-9.9396,5.5465,0.0,-0.1115,1.241,1.6604
2,29,1.1049,-1.4084,0.0,0.7096,0.3838,0.4958
3,0,9.7561,2.9841,0.0,-1.1031,-0.0886,3.2217
3,1,-5.4837,-3.0783,0.0,0.1779,1.1987,1.4235
3,2,-8.4728,2.5523,0.0,0.8108,-0.5145,5.7177
3,3,-8.5422,-5.0758,0.0,0.3188,1.2276,1.3167
3,4,8.7451,1.2742,0.0,0.2711,-1.0979,4.9545
3,5,-6.322,-7.9933,0.0,-0.9758,0.5115,2.6588
3,6,4.7438,3.5816,0.0,1.2199,0.8537,0.6106
3,7,-3.166,7.3541,0.0,0.3611,0.9047,1.191
3,8,-1.4474,-4.4897,0.0,0.8617,-0.4559,5.7965
3,9,7.3384,1.0079,0.0,0.8352,0.0187,6.3056
3,10,9.4733,8.688,0.0,0.7011,1.2049,1.0438
3,11,-5.8081,-1.9039,0.0,-0.6314,0.5556,2.42
3,12,-4.8295,5.7477,0.0,-1.0085,0.4837,2.6944
3,13,10.0,1.2579,0.0,-0.7511,1.0646,2.1852
3,14,9.3687,1.4264,0.0,-0.0568,-1.1782,4.6642
3,15,1.7823,0.2149,0.0,0.7239,1.1947,1.026
3,16,-8.4731,-6.4271,0.0,-0.5737,-1.0728,4.2213
3,17,-7.7093,7.7326,0.0,-0.8006,-0.5518,3.745
3,18,-1.4739,1.6093,0.0,1.0579,-0.4902,5.8493
3,19,4.2547,-5.3522,0.0,-0.5239,-0.941,4.2044
3,20,-3.7867,5.0639,0.0,-0.8299,0.1875,2.9194
3,21,9.9071,-8.4091,0.0,-0.1232,0.9412,1.701
3,22,7.6926,7.7048,0.0,0.556,0.9009,1.0179
3,23,3.954,2.0727,0.0,-0.8937,-1.1936,4.0697
3,24,6.4972,-4.0784,0.0,1.1581,-0.5074,5.8702
3,25,-7.7144,-7.7027,0.0,-0.176,1.1741,1.7196
3,26,4.3378,-5.7628,0.0,-0.108,1.2393,1.6577
3,27,8.0051,6.9765,0.0,-0.7596,0.413,2.6435
3,28,-9.9436,5.5879,0.0,-0.1175,1.2404,1.6652
3,29,1.1284,-1.3955,0.0,0.7067,0.3892,0.5034
4,0,9.7193,2.9814,0.0,-1.1038,-0.0802,3.2141
4,1,-5.4775,-3.0384,0.0,0.1846,1.1977,1.4179
4,2,-8.4456,2.5353,0.0,0.8145,-0.5087,5.7249
4,3,-8.5312,-5.0349,0.0,0.3279,1.2252,1.3093
4,4,8.7543,1.2376,0.0,0.2779,-1.0962,4.9607
4,5,-6.3545,-7.9762,0.0,-0.9755,0.5121,2.6581
4,6,4.7846,3.61,0.0,1.2215,0.8513,0.6086
4,7,-3.1539,7.3843,0.0,0.362,0.9043,1.19
4,8,-1.4187,-4.5049,0.0,0.8612,-0.4569,5.7954
4,9,7.3662,1.0087,0.0,0.8351,0.0243,6.3123
4,10,9.4967,8.7282,0.0,0.7015,1.2047,1.0435
4,11,-5.8294,-1.8856,0.0,-0.6368,0.5494,2.4297
4,12,-4.8633,5.7635,0.0,-1.0129,0.4744,2.7036
4,13,9.9751,1.2935,0.0,-0.7468,1.0676,2.1812
4,14,9.3665,1.3872,0.0,-0.0672,-1.1776,4.6554
4,15,1.806,0.255,0.0,0.7128,1.2013,1.0353
4,16,-8.4924,-6.4628,0.0,-0.5794,-1.0697,4.216
4,17,-7.7359,7.7141,0.0,-0.7993,-0.5537,3.7474
4,18,-1.4387,1.5928,0.0,1.055,-0.4964,5.8434
4,19,4.2371,-5.3835,0.0,-0.5277,-0.9389,4.2004
4,20,-3.8144,5.0699,0.0,-0.8317,0.1792,2.9293
4,21,9.9028,-8.3778,0.0,-0.1314,0.9401,1.7096
4,22,7.7109,7.7349,0.0,0.55,0.9046,1.0245
4,23,3.9238,2.0332,0.0,-0.9054,-1.1847,4.0598
4,24,6.5357,-4.0956,0.0,1.1543,-0.5159,5.8629
4,25,-7.7204,-7.6635,0.0,-0.1785,1.1738,1.7217
4,26,4.3342,-5.7215,0.0,-0.1077,1.2393,1.6575
4,27,7.9798,6.9903,0.0,-0.7577,0.4164,2.6391
4,28,-9.9477,5.6292,0.0,-0.1234,1.2398,1.67
4,29,1.1519,-1.3823,0.0,0.7037,0.3946,0.5111
5,0,9.6825,2.979,0.0,-1.1043,-0.0718,3.2065
5,1,-5.4711,-2.9985,0.0,0.1913,1.1966,1.4123
5,2,-8.4184,2.5186,0.0,0.8181,-0.5028,5.7321
5,3,-8.52,-4.9942,0.0,0.3369,1.2227,1.302
5,4,8.7638,1.2011,0.0,0.2846,-1.0945,4.9668
5,5,-6.387,-7.9591,0.0,-0.9751,0.5128,2.6575
5,6,4.8253,3.6383,0.0,1.2232,0.8489,0.6067
5,7,-3.1418,7.4144,0.0,0.363,0.9039,1.189
5,8,-1.39,-4.5202,0.0,0.8606,-0.4579,5.7942
5,9,7.394,1.0097,0.0,0.8349,0.0299,6.319
5,10,9.5201,8.7683,0.0,0.7018,1.2045,1.0432
5,11,-5.8508,-1.8675,0.0,-0.6421,0.5432,2.4394
5,12,-4.8972,5.7791,0.0,-1.0172,0.4651,2.7127
5,13,9.9504,1.3292,0.0,-0.7424,1.0707,2.1771
5,14,9.3639,1.348,0.0,-0.0776,-1.177,4.6465
5,15,1.8294,0.2953,0.0,0.7017,1.2078,1.0445
5,16,-8.5119,-6.4983,0.0,-0.585,-1.0666,4.2107
5,17,-7.7625,7.6956,0.0,-0.798,-0.5556,3.7498
5,18,-1.4036,1.576,0.0,1.052,-0.5027,5.8374
5,19,4.2194,-5.4147,0.0,-0.5315,-0.9368,4.1964
5,20,-3.8422,5.0756,0.0,-0.8334,0.1709,2.9393
5,21,9.8981,-8.3465,0.0,-0.1395,0.9389,1.7183
5,22,7.7291,7.7652,0.0,0.5439,0.9083,1.0312
5,23,3.8933,1.994,0.0,-0.917,-1.1757,4.05
5,24,6.5741,-4.1131,0.0,1.1505,-0.5243,5.8556
5,25,-7.7264,-7.6244,0.0,-0.1809,1.1734,1.7238
5,26,4.3306,-5.6802,0.0,-0.1075,1.2393,1.6573
5,27,7.9546,7.0043,0.0,-0.7559,0.4198,2.6346
5,28,-9.952,5.6705,0.0,-0.1294,1.2392,1.6749
5,29,1.1752,-1.369,0.0,0.7006,0.4,0.5187
6,0,9.6456,2.9769,0.0,-1.1048,-0.0635,3.199
6,1,-5.4645,-2.9586,0.0,0.198,1.1955,1.4067
6,2,-8.391,2.502,0.0,0.8217,-0.4969,5.7393
6,3,-8.5085,-4.9535,0.0,0.3458,1.2202,1.2946
6,4,8.7735,1.1647,0.0,0.2913,-1.0927,4.973
6,5,-6.4195,-7.942,0.0,-0.9748,0.5134,2.6568
6,6,4.8662,3.6665,0.0,1.2249,0.8465,0.6047
6,7,-3.1297,7.4445,0.0,0.3639,0.9035,1.1879
6,8,-1.3613,-4.5355,0.0,0.8601,-0.4589,5.7931
6,9,7.4218,1.0109,0.0,0.8347,0.0355,6.3257
6,10,9.5435,8.8085,0.0,0.7022,1.2043,1.043
6,11,-5.8724,-1.8496,0.0,-0.6473,0.537,2.4491
6,12,-4.9312,5.7942,0.0,-1.0214,0.4558,2.7219
6,13,9.9258,1.365,0.0,-0.7381,1.0737,2.173
6,14,9.3609,1.3087,0.0,-0.088,-1.1762,4.6377
6,15,1.8524,0.3357,0.0,0.6906,1.2143,1.0537
6,16,-8.5316,-6.5338,0.0,-0.5907,-1.0635,4.2054
6,17,-7.7891,7.677,0.0,-0.7967,-0.5575,3.7522
6,18,-1.3687,1.5591,0.0,1.049,-0.5089,5.8315
6,19,4.2016,-5.4458,0.0,-0.5352,-0.9347,4.1924
6,20,-3.8701,5.081,0.0,-0.8351,0.1626,2.9493
6,21,9.8932,-8.3152,0.0,-0.1476,0.9377,1.727
6,22,7.747,7.7956,0.0,0.5379,0.9119,1.0379
6,23,3.8623,1.9551,0.0,-0.9285,-1.1667,4.0401
6,24,6.6123,-4.1308,0.0,1.1467,-0.5327,5.8483
6,25,-7.7325,-7.5853,0.0,-0.1834,1.173,1.7259
6,26,4.327,-5.6389,0.0,-0.1072,1.2393,1.6571
6,27,7.9295,7.0184,0.0,-0.754,0.4232,2.6301
6,28,-9.9565,5.7118,0.0,-0.1354,1.2386,1.6797
6,29,1.1985,-1.3555,0.0,0.6975,0.4053,0.5264
7,0,9.6088,2.9751,0.0,-1.1053,-0.0551,3.1914
7,1,-5.4577,-2.9188,0.0,0.2047,1.1944,1.4011
7,2,-8.3635,2.4856,0.0,0.8252,-0.491,5.7465
7,3,-8.4966,-4.9129,0.0,0.3548,1.2176,1.2873
7,4,8.7835,1.1283,0.0,0.2981,-1.0909,4.9791
7,5,-6.452,-7.9249,0.0,-0.9744,0.5141,2.6561
7,6,4.907,3.6946,0.0,1.2265,0.8441,0.6028
7,7,-3.1175,7.4746,0.0,0.3648,0.9032,1.1869
7,8,-1.3327,-4.5508,0.0,0.8596,-0.4599,5.7919
7,9,7.4497,1.0122,0.0,0.8344,0.0411,6.3324
7,10,9.5669,8.8486,0.0,0.7025,1.2041,1.0427
7,11,-5.8941,-1.8319,0.0,-0.6525,0.5307,2.4588
7,12,-4.9654,5.8091,0.0,-1.0255,0.4464,2.731
7,13,9.9013,1.4009,0.0,-0.7337,1.0767,2.169
7,14,9.3577,1.2696,0.0,-0.0985,-1.1754,4.6288
7,15,1.8751,0.3764,0.0,0.6794,1.2206,1.0629
7,16,-8.5515,-6.5691,0.0,-0.5963,-1.0604,4.2001
7,17,-7.8156,7.6584,0.0,-0.7953,-0.5594,3.7546
7,18,-1.3338,1.5419,0.0,1.046,-0.5151,5.8256
7,19,4.1836,-5.4769,0.0,-0.5389,-0.9325,4.1884
7,20,-3.8979,5.0862,0.0,-0.8367,0.1543,2.9592
7,21,9.888,-8.284,0.0,-0.1557,0.9363,1.7356
7,22,7.7647,7.8261,0.0,0.5318,0.9154,1.0446
7,23,3.831,1.9165,0.0,-0.94,-1.1575,4.0303
7,24,6.6504,-4.1488,0.0,1.1427,-0.5411,5.841
7,25,-7.7387,-7.5462,0.0,-0.1859,1.1726,1.728
7,26,4.3235,-5.5976,0.0,-0.1069,1.2394,1.6568
7,27,7.9044,7.0327,0.0,-0.7521,0.4265,2.6257
7,28,-9.9612,5.7531,0.0,-0.1414,1.2379,1.6845
7,29,1.2216,-1.3418,0.0,0.6944,0.4107,0.5341
8,0,9.5719,2.9735,0.0,-1.1057,-0.0467,3.1838
8,1,-5.4507,-2.879,0.0,0.2113,1.1932,1.3955
8,2,-8.3358,2.4695,0.0,0.8287,-0.4851,5.7537
8,3,-8.4845,-4.8724,0.0,0.3638,1.215,1.2799
8,4,8.7936,1.092,0.0,0.3048,-1.089,4.9853
8,5,-6.4844,-7.9077,0.0,-0.9741,0.5147,2.6555
8,6,4.948,3.7227,0.0,1.2281,0.8417,0.6008
8,7,-3.1053,7.5047,0.0,0.3658,0.9028,1.1859
8,8,-1.304,-4.5662,0.0,0.8591,-0.4608,5.7908
8,9,7.4775,1.0138,0.0,0.8341,0.0467,6.3392
8,10,9.5904,8.8888,0.0,0.7029,1.2039,1.0424
8,11,-5.916,-1.8144,0.0,-0.6576,0.5243,2.4685
8,12,-4.9997,5.8237,0.0,-1.0296,0.4371,2.7402
8,13,9.877,1.4369,0.0,-0.7293,1.0796,2.1649
8,14,9.354,1.2304,0.0,-0.1089,-1.1745,4.62
8,15,1.8973,0.4173,0.0,0.6681,1.2268,1.0721
8,16,-8.5716,-6.6044,0.0,-0.6019,-1.0572,4.1948
8,17,-7.8421,7.6396,0.0,-0.794,-0.5613,3.757
8,18,-1.299,1.5245,0.0,1.0429,-0.5213,5.8197
8,19,4.1655,-5.5079,0.0,-0.5427,-0.9304,4.1844
8,20,-3.9259,5.091,0.0,-0.8382,0.1459,2.9692
8,21,9.8825,-8.2528,0.0,-0.1639,0.935,1.7443
8,22,7.7823,7.8567,0.0,0.5256,0.919,1.0512
8,23,3.7993,1.8783,0.0,-0.9513,-1.1481,4.0205
8,24,6.6883,-4.1672,0.0,1.1388,-0.5494,5.8336
8,25,-7.745,-7.5072,0.0,-0.1883,1.1722,1.7301
8,26,4.3199,-5.5563,0.0,-0.1066,1.2394,1.6566
8,27,7.8794,7.047,0.0,-0.7502,0.4299,2.6212
8,28,-9.9661,5.7943,0.0,-0.1474,1.2372,1.6893
8,29,1.2447,-1.3279,0.0,0.6913,0.416,0.5417
9,0,9.5351,2.9722,0.0,-1.106,-0.0383,3.1762
9,1,-5.4434,-2.8393,0.0,0.218,1.192,1.3899
9,2,-8.3081,2.4535,0.0,0.8322,-0.4791,5.7608
9,3,-8.4721,-4.832,0.0,0.3727,1.2123,1.2726
9,4,8.804,1.0558,0.0,0.3115,-1.0871,4.9914
9,5,-6.5169,-7.8906,0.0,-0.9738,0.5154,2.6548
9,6,4.989,3.7507,0.0,1.2298,0.8394,0.5989
9,7,-3.0931,7.5348,0.0,0.3667,0.9024,1.1848
9,8,-1.2754,-4.5816,0.0,0.8585,-0.4618,5.7897
9,9,7.5053,1.0155,0.0,0.8338,0.0523,6.3459
9,10,9.6138,8.9289,0.0,0.7032,1.2037,1.0421
9,11,-5.9381,-1.7972,0.0,-0.6627,0.5179,2.4782
9,12,-5.0342,5.838,0.0,-1.0335,0.4276,2.7493
9,13,9.8528,1.4729,0.0,-0.7249,1.0826,2.1608
9,14,9.3501,1.1913,0.0,-0.1193,-1.1735,4.6111
9,15,1.9192,0.4584,0.0,0.6568,1.2329,1.0813
9,16,-8.5918,-6.6395,0.0,-0.6075,-1.054,4.1895
9,17,-7.8685,7.6209,0.0,-0.7926,-0.5632,3.7594
9,18,-1.2644,1.507,0.0,1.0398,-0.5274,5.8138
9,19,4.1473,-5.5389,0.0,-0.5464,-0.9282,4.1804
9,20,-3.9539,5.0956,0.0,-0.8396,0.1376,2.9792
9,21,9.8768,-8.2217,0.0,-0.172,0.9335,1.753
9,22,7.7996,7.8875,0.0,0.5195,0.9224,1.0579
9,23,3.7672,1.8403,0.0,-0.9626,-1.1387,4.0106
9,24,6.7261,-4.1858,0.0,1.1347,-0.5578,5.8263
9,25,-7.7513,-7.4681,0.0,-0.1908,1.1718,1.7322
9,26,4.3164,-5.515,0.0,-0.1063,1.2394,1.6564
9,27,7.8545,7.0614,0.0,-0.7482,0.4332,2.6167
9,28,-9.9712,5.8355,0.0,-0.1533,1.2365,1.6942
9,29,1.2676,-1.3139,0.0,0.688,0.4213,0.5494
10,0,9.4982,2.9712,0.0,-1.1063,-0.0299,3.1686
10,1,-5.4359,-2.7996,0.0,0.2247,1.1908,1.3843
10,2,-8.2803,2.4377,0.0,0.8356,-0.4731,5.768
10,3,-8.4594,-4.7917,0.0,0.3816,1.2095,1.2652
10,4,8.8146,1.0196,0.0,0.3181,-1.0852,4.9976
10,5,-6.5493,-7.8734,0.0,-0.9734,0.516,2.6542
10,6,5.03,3.7786,0.0,1.2314,0.837,0.597
10,7,-3.0809,7.5649,0.0,0.3676,0.902,1.1838
10,8,-1.2468,-4.597,0.0,0.858,-0.4628,5.7885
10,9,7.533,1.0175,0.0,0.8334,0.0579,6.3526
10,10,9.6373,8.969,0.0,0.7035,1.2035,1.0418
10,11,-5.9604,-1.7801,0.0,-0.6677,0.5114,2.4879
10,12,-5.0688,5.8519,0.0,-1.0374,0.4181,2.7584
10,13,9.8288,1.5091,0.0,-0.7205,1.0855,2.1568
10,14,9.3457,1.1522,0.0,-0.1297,-1.1724,4.6022
10,15,1.9407,0.4997,0.0,0.6454,1.2389,1.0906
10,16,-8.6122,-6.6745,0.0,-0.6131,-1.0508,4.1842
10,17,-7.8949,7.602,0.0,-0.7913,-0.5651,3.7617
10,18,-1.2298,1.4892,0.0,1.0367,-0.5336,5.8079
10,19,4.129,-5.5697,0.0,-0.5501,-0.926,4.1764
10,20,-3.9819,5.0999,0.0,-0.8409,0.1292,2.9892
10,21,9.8708,-8.1907,0.0,-0.18,0.932,1.7616
10,22,7.8167,7.9184,0.0,0.5133,0.9259,1.0646
10,23,3.7347,1.8027,0.0,-0.9737,-1.1292,4.0008
10,24,6.7638,-4.2046,0.0,1.1306,-0.566,5.819
10,25,-7.7578,-7.429,0.0,-0.1932,1.1714,1.7343
10,26,4.3128,-5.4736,0.0,-0.106,1.2394,1.6561
10,27,7.8296,7.076,0.0,-0.7463,0.4366,2.6123
10,28,-9.9765,5.8767,0.0,-0.1593,1.2358,1.699
10,29,1.2904,-1.2996,0.0,0.6848,0.4265,0.5571
11,0,9.4613,2.9705,0.0,-1.1065,-0.0215,3.1611
11,1,-5.4282,-2.7599,0.0,0.2313,1.1895,1.3787
11,2,-8.2523,2.4222,0.0,0.839,-0.4671,5.7752
11,3,-8.4464,-4.7515,0.0,0.3905,1.2067,1.2578
11,4,8.8255,0.9835,0.0,0.3248,-1.0832,5.0037
11,5,-6.5818,-7.8561,0.0,-0.9731,0.5166,2.6535
11,6,5.0711,3.8064,0.0,1.233,0.8346,0.595
11,7,-3.0686,7.5949,0.0,0.3685,0.9017,1.1828
11,8,-1.2182,-4.6125,0.0,0.8575,-0.4638,5.7874
11,9,7.5608,1.0196,0.0,0.833,0.0635,6.3593
11,10,9.6607,9.0091,0.0,0.7039,1.2033,1.0415
11,11,-5.9828,-1.7633,0.0,-0.6726,0.5049,2.4976
11,12,-5.1035,5.8655,0.0,-1.0412,0.4086,2.7676
11,13,9.8049,1.5454,0.0,-0.7161,1.0884,2.1527
11,14,9.3411,1.1132,0.0,-0.14,-1.1712,4.5934
11,15,1.9619,0.5412,0.0,0.6339,1.2448,1.0998
11,16,-8.6329,-6.7095,0.0,-0.6186,-1.0475,4.1789
11,17,-7.9212,7.5831,0.0,-0.7899,-0.567,3.7641
11,18,-1.1954,1.4712,0.0,1.0335,-0.5397,5.802
11,19,4.1105,-5.6005,0.0,-0.5538,-0.9238,4.1724
11,20,-4.01,5.104,0.0,-0.8422,0.1208,2.9991
11,21,9.8645,-8.1596,0.0,-0.1881,0.9304,1.7703
11,22,7.8336,7.9493,0.0,0.5071,0.9293,1.0713
11,23,3.7019,1.7653,0.0,-0.9848,-1.1196,3.9909
11,24,6.8014,-4.2238,0.0,1.1264,-0.5743,5.8117
11,25,-7.7643,-7.39,0.0,-0.1957,1.171,1.7364
11,26,4.3093,-5.4323,0.0,-0.1057,1.2395,1.6559
11,27,7.8048,7.0907,0.0,-0.7443,0.4399,2.6078
11,28,-9.982,5.9179,0.0,-0.1652,1.235,1.7038
11,29,1.3131,-1.2853,0.0,0.6815,0.4318,0.5647
12,0,9.4244,2.9701,0.0,-1.1066,-0.0132,3.1535
12,1,-5.4203,-2.7203,0.0,0.238,1.1882,1.3731
12,2,-8.2242,2.4068,0.0,0.8424,-0.461,5.7824
12,3,-8.433,-4.7113,0.0,0.3993,1.2038,1.2505
12,4,8.8365,0.9475,0.0,0.3315,-1.0812,5.0099
12,5,-6.6142,-7.8389,0.0,-0.9727,0.5173,2.6528
12,6,5.1123,3.8341,0.0,1.2347,0.8322,0.5931
12,7,-3.0563,7.625,0.0,0.3695,0.9013,1.1818
12,8,-1.1897,-4.6279,0.0,0.857,-0.4647,5.7863
12,9,7.5886,1.0219,0.0,0.8325,0.0691,6.366
12,10,9.6842,9.0492,0.0,0.7042,1.2031,1.0412
12,11,-6.0054,-1.7467,0.0,-0.6775,0.4984,2.5073
12,12,-5.1383,5.8788,0.0,-1.0449,0.3991,2.7767
12,13,9.7812,1.5818,0.0,-0.7117,1.0913,2.1486
12,14,9.3361,1.0742,0.0,-0.1504,-1.1699,4.5845
12,15,1.9826,0.5829,0.0,0.6224,1.2506,1.109
12,16,-8.6537,-6.7443,0.0,-0.6242,-1.0442,4.1736
12,17,-7.9475,7.5642,0.0,-0.7886,-0.5689,3.7665
12,18,-1.161,1.453,0.0,1.0303,-0.5458,5.796
12,19,4.0919,-5.6313,0.0,-0.5575,-0.9216,4.1684
12,20,-4.0381,5.1077,0.0,-0.8433,0.1124,3.0091
12,21,9.858,-8.1287,0.0,-0.1962,0.9287,1.779
12,22,7.8503,7.9804,0.0,0.5009,0.9327,1.0779
12,23,3.6687,1.7283,0.0,-0.9958,-1.1098,3.9811
12,24,6.8388,-4.2432,0.0,1.1222,-0.5825,5.8044
12,25,-7.7709,-7.351,0.0,-0.1981,1.1706,1.7385
12,26,4.3058,-5.391,0.0,-0.1055,1.2395,1.6557
12,27,7.7801,7.1054,0.0,-0.7424,0.4432,2.6033
12,28,-9.9878,5.959,0.0,-0.1712,1.2342,1.7086
12,29,1.3358,-1.2707,0.0,0.6782,0.437,0.5724
13,0,9.3875,2.9699,0.0,-1.1067,-0.0048,3.1459
13,1,-5.4121,-2.6808,0.0,0.2446,1.1869,1.3675
13,2,-8.196,2.3916,0.0,0.8457,-0.4549,5.7896
13,3,-8.4194,-4.6713,0.0,0.4082,1.2008,1.2431
13,4,8.8478,0.9115,0.0,0.3381,-1.0791,5.016
13,5,-6.6466,-7.8216,0.0,-0.9724,0.5179,2.6522
13,6,5.1535,3.8618,0.0,1.2363,0.8297,0.5911
13,7,-3.0439,7.655,0.0,0.3704,0.9009,1.1807
13,8,-1.1611,-4.6435,0.0,0.8564,-0.4657,5.7851
13,9,7.6163,1.0244,0.0,0.8321,0.0747,6.3728
13,10,9.7077,9.0893,0.0,0.7046,1.2029,1.0409
13,11,-6.0281,-1.7303,0.0,-0.6823,0.4918,2.517
13,12,-5.1732,5.8918,0.0,-1.0485,0.3895,2.7859
13,13,9.7576,1.6183,0.0,-0.7072,1.0942,2.1446
13,14,9.3307,1.0352,0.0,-0.1608,-1.1685,4.5757
13,15,2.003,0.6248,0.0,0.6109,1.2563,1.1182
13,16,-8.6747,-6.779,0.0,-0.6297,-1.0409,4.1683
