frame_id,ped_id,x,y,z,vx,vy,heading
2,0,7.9574,0.8449,0.0,-1.2165,-0.6604,3.6389
2,1,-7.4083,-3.9712,0.0,0.438,-1.3605,5.0238
2,2,8.0557,-5.7389,0.0,0.7684,0.5996,0.6627
2,3,7.7506,-1.7694,0.0,0.6702,1.0367,0.9969
2,4,7.3908,9.4295,0.0,0.9783,-0.9555,5.5096
2,5,4.7801,-3.493,0.0,0.4978,-1.3635,5.0624
2,6,6.3188,-4.5775,0.0,1.0321,0.872,0.7015
2,7,7.0392,-5.5164,0.0,-1.3251,0.3541,2.8805
2,8,5.936,-5.3718,0.0,0.2935,0.762,1.2032
2,9,7.224,9.2608,0.0,-0.632,-0.769,4.0245
2,10,9.7303,0.823,0.0,1.0635,0.9966,0.7529
2,11,-6.3519,9.3126,0.0,0.7683,0.6177,0.6772
2,12,4.4487,-3.7347,0.0,-1.2218,-0.0794,3.2065
2,13,1.6613,-4.902,0.0,1.2953,0.0469,0.0362
2,14,0.7053,4.2731,0.0,-0.6405,-1.1535,4.2055
2,15,-8.6421,3.3791,0.0,-0.4228,0.9405,1.9933
2,16,4.31,-3.9379,0.0,-0.8495,0.5583,2.5602
2,17,-3.9848,-7.4936,0.0,1.0226,-0.3897,5.9191
2,18,7.959,2.2823,0.0,-0.9737,-0.2708,3.4128
2,19,-4.3298,-1.5018,0.0,-0.6818,-0.9948,4.1115
2,20,-1.064,-5.7907,0.0,0.9316,-0.6417,5.68
2,21,-6.6846,-8.3896,0.0,-0.7873,-0.853,3.967
2,22,6.3901,5.148,0.0,0.2243,1.251,1.3934
2,23,-9.4466,-5.196,0.0,0.6405,-0.9341,5.3134
2,24,-1.7422,2.507,0.0,-0.3099,-0.8833,4.375
2,25,-5.119,3.0408,0.0,0.0179,-0.8037,4.7347
2,26,-7.7791,-1.5211,0.0,0.8914,-0.24,6.0202
2,27,-9.1303,-4.98,0.0,-1.3486,0.3522,2.8861
2,28,3.4679,9.7221,0.0,1.1659,-0.3484,5.9928
2,29,2.3092,4.2847,0.0,0.5621,-1.0071,5.2215
3,0,7.9167,0.8232,0.0,-1.2212,-0.6518,3.6319
3,1,-7.3933,-4.0164,0.0,0.4478,-1.3573,5.031
3,2,8.0812,-5.7188,0.0,0.765,0.6039,0.6683
3,3,7.7726,-1.7346,0.0,0.6613,1.0424,1.0055
3,4,7.4232,9.3973,0.0,0.9692,-0.9648,5.5001
3,5,4.797,-3.5383,0.0,0.5077,-1.3599,5.0697
3,6,6.353,-4.5481,0.0,1.0256,0.8797,0.709
3,7,6.9951,-5.5045,0.0,-1.3237,0.3592,2.8766
3,8,5.9459,-5.3464,0.0,0.2961,0.761,1.1997
3,9,7.2029,9.2352,0.0,-0.6335,-0.7678,4.0225
3,10,9.7654,0.8565,0.0,1.0541,1.0066,0.7623
3,11,-6.3263,9.3331,0.0,0.7691,0.6167,0.6759
3,12,4.408,-3.7372,0.0,-1.2219,-0.0766,3.2042
3,13,1.7045,-4.9,0.0,1.2949,0.0579,0.0447
3,14,0.6839,4.2347,0.0,-0.6436,-1.1517,4.2028
3,15,-8.6565,3.4103,0.0,-0.4293,0.9375,2.0002
3,16,4.2818,-3.9192,0.0,-0.8484,0.5599,2.5582
3,17,-3.9506,-7.5064,0.0,1.024,-0.386,5.9227
3,18,7.9265,2.2736,0.0,-0.9764,-0.261,3.4028
3,19,-4.3526,-1.5349,0.0,-0.6825,-0.9943,4.1108
3,20,-1.0328,-5.8119,0.0,0.9354,-0.6361,5.686
3,21,-6.711,-8.418,0.0,-0.7901,-0.8504,3.9637
3,22,6.3979,5.1896,0.0,0.2318,1.2496,1.3874
3,23,-9.4256,-5.2273,0.0,0.6325,-0.9395,5.3049
3,24,-1.7525,2.4775,0.0,-0.31,-0.8833,4.3749
3,25,-5.1182,3.014,0.0,0.0222,-0.8036,4.7401
3,26,-7.7494,-1.5291,0.0,0.8915,-0.2397,6.0205
3,27,-9.1753,-4.9685,0.0,-1.3507,0.3441,2.8921
3,28,3.5068,9.7108,0.0,1.1686,-0.3393,6.0006
3,29,2.3279,4.2512,0.0,0.5631,-1.0065,5.2224
4,0,7.8758,0.8018,0.0,-1.2257,-0.6432,3.6248
4,1,-7.3781,-4.0616,0.0,0.4576,-1.3541,5.0383
4,2,8.1066,-5.6985,0.0,0.7616,0.6082,0.6739
4,3,7.7944,-1.6997,0.0,0.6523,1.048,1.0141
4,4,7.4552,9.3649,0.0,0.96,-0.9739,5.4906
4,5,4.8143,-3.5835,0.0,0.5176,-1.3561,5.077
4,6,6.387,-4.5186,0.0,1.019,0.8873,0.7164
4,7,6.951,-5.4923,0.0,-1.3223,0.3644,2.8727
4,8,5.9558,-5.3211,0.0,0.2987,0.76,1.1963
4,9,7.1817,9.2096,0.0,-0.635,-0.7665,4.0205
4,10,9.8002,0.8904,0.0,1.0445,1.0164,0.7718
4,11,-6.3006,9.3536,0.0,0.7699,0.6157,0.6746
4,12,4.3673,-3.7397,0.0,-1.2221,-0.0738,3.2019
4,13,1.7476,-4.8977,0.0,1.2943,0.0689,0.0532
4,14,0.6623,4.1964,0.0,-0.6467,-1.15,4.2001
4,15,-8.671,3.4415,0.0,-0.4358,0.9345,2.0072
4,16,4.2535,-3.9005,0.0,-0.8473,0.5616,2.5562
4,17,-3.9165,-7.5192,0.0,1.0253,-0.3824,5.9262
4,18,7.8938,2.2652,0.0,-0.9789,-0.2513,3.3928
4,19,-4.3754,-1.568,0.0,-0.6832,-0.9938,4.1101
4,20,-1.0015,-5.8329,0.0,0.9392,-0.6306,5.6919
4,21,-6.7374,-8.4463,0.0,-0.7929,-0.8478,3.9604
4,22,6.4058,5.2313,0.0,0.2393,1.2482,1.3814
4,23,-9.4048,-5.2588,0.0,0.6244,-0.9449,5.2963
4,24,-1.7628,2.4481,0.0,-0.3101,-0.8833,4.3748
4,25,-5.1173,2.9872,0.0,0.0266,-0.8034,4.7455
4,26,-7.7197,-1.5371,0.0,0.8915,-0.2394,6.0209
4,27,-9.2204,-4.9573,0.0,-1.3527,0.3359,2.8982
4,28,3.5459,9.6998,0.0,1.1712,-0.3302,6.0084
4,29,2.3467,4.2176,0.0,0.5641,-1.006,5.2234
5,0,7.8348,0.7806,0.0,-1.2302,-0.6345,3.6178
5,1,-7.3625,-4.1066,0.0,0.4673,-1.3507,5.0455
5,2,8.1318,-5.6781,0.0,0.7582,0.6125,0.6795
5,3,7.8158,-1.6646,0.0,0.6433,1.0536,1.0227
5,4,7.4868,9.3321,0.0,0.9507,-0.983,5.4811
5,5,4.8318,-3.6286,0.0,0.5275,-1.3523,5.0843
5,6,6.4207,-4.4887,0.0,1.0124,0.8948,0.7238
5,7,6.907,-5.48,0.0,-1.3209,0.3696,2.8688
5,8,5.9659,-5.2958,0.0,0.3013,0.7589,1.1929
5,9,7.1605,9.1841,0.0,-0.6366,-0.7652,4.0185
5,10,9.8347,0.9246,0.0,1.0349,1.0262,0.7812
5,11,-6.2749,9.3741,0.0,0.7707,0.6147,0.6733
5,12,4.3265,-3.7421,0.0,-1.2223,-0.071,3.1996
5,13,1.7908,-4.8951,0.0,1.2937,0.0799,0.0617
5,14,0.6406,4.1581,0.0,-0.6498,-1.1482,4.1974
5,15,-8.6857,3.4725,0.0,-0.4423,0.9314,2.0142
5,16,4.2253,-3.8817,0.0,-0.8462,0.5633,2.5543
5,17,-3.8822,-7.5318,0.0,1.0267,-0.3788,5.9298
5,18,7.8611,2.2571,0.0,-0.9814,-0.2415,3.3828
5,19,-4.3982,-1.6011,0.0,-0.6839,-0.9933,4.1094
5,20,-0.9701,-5.8537,0.0,0.9429,-0.625,5.6978
5,21,-6.7639,-8.4744,0.0,-0.7957,-0.8452,3.9571
5,22,6.4141,5.2728,0.0,0.2468,1.2468,1.3754
5,23,-9.3842,-5.2905,0.0,0.6163,-0.9502,5.2878
5,24,-1.7732,2.4186,0.0,-0.3102,-0.8832,4.3746
5,25,-5.1163,2.9604,0.0,0.0309,-0.8033,4.7509
5,26,-7.69,-1.545,0.0,0.8916,-0.2391,6.0212
5,27,-9.2655,-4.9464,0.0,-1.3547,0.3278,2.9042
5,28,3.585,9.6891,0.0,1.1737,-0.321,6.0162
5,29,2.3656,4.1841,0.0,0.565,-1.0055,5.2244
6,0,7.7937,0.7597,0.0,-1.2347,-0.6259,3.6107
6,1,-7.3466,-4.1515,0.0,0.477,-1.3473,5.0527
6,2,8.157,-5.6576,0.0,0.7547,0.6167,0.6851
6,3,7.837,-1.6293,0.0,0.6342,1.0591,1.0313
6,4,7.5182,9.299,0.0,0.9413,-0.992,5.4716
6,5,4.8497,-3.6736,0.0,0.5373,-1.3485,5.0916
6,6,6.4543,-4.4587,0.0,1.0057,0.9023,0.7313
6,7,6.863,-5.4675,0.0,-1.3194,0.3747,2.8649
6,8,5.976,-5.2705,0.0,0.3039,0.7579,1.1894
6,9,7.1392,9.1586,0.0,-0.6381,-0.7639,4.0165
6,10,9.8689,0.9591,0.0,1.0252,1.0359,0.7906
6,11,-6.2492,9.3946,0.0,0.7715,0.6137,0.672
6,12,4.2858,-3.7443,0.0,-1.2224,-0.0682,3.1973
6,13,1.8339,-4.892,0.0,1.293,0.0909,0.0702
6,14,0.6189,4.1199,0.0,-0.6529,-1.1465,4.1947
6,15,-8.7007,3.5035,0.0,-0.4488,0.9283,2.0211
6,16,4.1971,-3.8629,0.0,-0.8451,0.5649,2.5523
6,17,-3.848,-7.5443,0.0,1.028,-0.3751,5.9333
6,18,7.8283,2.2494,0.0,-0.9838,-0.2316,3.3728
6,19,-4.421,-1.6342,0.0,-0.6846,-0.9929,4.1087
6,20,-0.9386,-5.8744,0.0,0.9466,-0.6194,5.7037
6,21,-6.7905,-8.5025,0.0,-0.7985,-0.8425,3.9538
6,22,6.4226,5.3143,0.0,0.2543,1.2453,1.3693
6,23,-9.3639,-5.3223,0.0,0.6082,-0.9554,5.2793
6,24,-1.7835,2.3892,0.0,-0.3103,-0.8832,4.3745
6,25,-5.1151,2.9337,0.0,0.0353,-0.8031,4.7563
6,26,-7.6602,-1.553,0.0,0.8917,-0.2387,6.0216
6,27,-9.3108,-4.9358,0.0,-1.3567,0.3196,2.9102
6,28,3.6242,9.6787,0.0,1.1762,-0.3118,6.0241
6,29,2.3844,4.1506,0.0,0.566,-1.0049,5.2253
7,0,7.7524,0.7392,0.0,-1.239,-0.6171,3.6037
7,1,-7.3304,-4.1963,0.0,0.4868,-1.3439,5.0599
7,2,8.182,-5.6369,0.0,0.7513,0.6209,0.6907
7,3,7.8578,-1.5938,0.0,0.6251,1.0645,1.0399
7,4,7.5493,9.2657,0.0,0.9318,-1.0009,5.4621
7,5,4.868,-3.7184,0.0,0.5471,-1.3445,5.0988
7,6,6.4876,-4.4283,0.0,0.9989,0.9098,0.7387
7,7,6.8191,-5.4548,0.0,-1.318,0.3798,2.861
7,8,5.9862,-5.2453,0.0,0.3065,0.7569,1.186
7,9,7.1179,9.1332,0.0,-0.6396,-0.7627,4.0145
7,10,9.9027,0.994,0.0,1.0154,1.0455,0.8
7,11,-6.2234,9.415,0.0,0.7723,0.6127,0.6706
7,12,4.245,-3.7465,0.0,-1.2226,-0.0654,3.195
7,13,1.8769,-4.8886,0.0,1.2921,0.1019,0.0787
7,14,0.597,4.0817,0.0,-0.6561,-1.1447,4.192
7,15,-8.7159,3.5343,0.0,-0.4553,0.9252,2.0281
7,16,4.169,-3.844,0.0,-0.844,0.5666,2.5504
7,17,-3.8137,-7.5567,0.0,1.0293,-0.3715,5.9369
7,18,7.7955,2.242,0.0,-0.986,-0.2218,3.3629
7,19,-4.4438,-1.6673,0.0,-0.6853,-0.9924,4.108
7,20,-0.9069,-5.8949,0.0,0.9502,-0.6138,5.7097
7,21,-6.8172,-8.5305,0.0,-0.8013,-0.8399,3.9505
7,22,6.4313,5.3558,0.0,0.2618,1.2437,1.3633
7,23,-9.3439,-5.3544,0.0,0.6,-0.9606,5.2707
7,24,-1.7939,2.3598,0.0,-0.3104,-0.8832,4.3744
7,25,-5.1138,2.9069,0.0,0.0396,-0.8029,4.7617
7,26,-7.6305,-1.561,0.0,0.8918,-0.2384,6.022
7,27,-9.3561,-4.9254,0.0,-1.3586,0.3114,2.9163
7,28,3.6635,9.6686,0.0,1.1786,-0.3026,6.0319
7,29,2.4033,4.1171,0.0,0.5669,-1.0044,5.2263
8,0,7.7109,0.7189,0.0,-1.2433,-0.6084,3.5967
8,1,-7.3138,-4.241,0.0,0.4964,-1.3403,5.0671
8,2,8.207,-5.616,0.0,0.7478,0.6251,0.6963
8,3,7.8783,-1.5581,0.0,0.6159,1.0699,1.0485
8,4,7.58,9.232,0.0,0.9223,-1.0097,5.4526
8,5,4.8865,-3.7631,0.0,0.5569,-1.3405,5.1061
8,6,6.5206,-4.3978,0.0,0.9921,0.9172,0.7462
8,7,6.7752,-5.442,0.0,-1.3165,0.385,2.8571
8,8,5.9965,-5.2201,0.0,0.3091,0.7558,1.1826
8,9,7.0966,9.1078,0.0,-0.6412,-0.7614,4.0125
8,10,9.9363,1.0292,0.0,1.0056,1.055,0.8094
8,11,-6.1977,9.4354,0.0,0.7731,0.6117,0.6693
8,12,4.2043,-3.7486,0.0,-1.2227,-0.0625,3.1927
8,13,1.92,-4.8849,0.0,1.2912,0.1129,0.0872
8,14,0.575,4.0436,0.0,-0.6592,-1.1429,4.1892
8,15,-8.7313,3.5651,0.0,-0.4617,0.922,2.035
8,16,4.1409,-3.8251,0.0,-0.8429,0.5682,2.5484
8,17,-3.7793,-7.569,0.0,1.0306,-0.3678,5.9404
8,18,7.7625,2.2349,0.0,-0.9882,-0.2119,3.3529
8,19,-4.4667,-1.7004,0.0,-0.686,-0.9919,4.1073
8,20,-0.8751,-5.9151,0.0,0.9538,-0.6082,5.7156
8,21,-6.844,-8.5584,0.0,-0.8041,-0.8373,3.9472
8,22,6.4403,5.3972,0.0,0.2693,1.2421,1.3573
8,23,-9.3242,-5.3866,0.0,0.5918,-0.9657,5.2622
8,24,-1.8042,2.3303,0.0,-0.3105,-0.8831,4.3743
8,25,-5.1123,2.8802,0.0,0.0439,-0.8027,4.7671
8,26,-7.6008,-1.5689,0.0,0.8919,-0.2381,6.0223
8,27,-9.4014,-4.9153,0.0,-1.3605,0.3032,2.9223
8,28,3.7028,9.6588,0.0,1.1809,-0.2933,6.0397
8,29,2.4223,4.0837,0.0,0.5679,-1.0038,5.2272
9,0,7.6693,0.6989,0.0,-1.2476,-0.5996,3.5896
9,1,-7.297,-4.2855,0.0,0.5061,-1.3367,5.0743
9,2,8.2318,-5.595,0.0,0.7443,0.6293,0.7019
9,3,7.8986,-1.5223,0.0,0.6067,1.0751,1.0571
9,4,7.6104,9.1981,0.0,0.9127,-1.0184,5.4431
9,5,4.9054,-3.8076,0.0,0.5666,-1.3364,5.1134
9,6,6.5535,-4.3669,0.0,0.9853,0.9246,0.7536
9,7,6.7314,-5.429,0.0,-1.315,0.3901,2.8532
9,8,6.0069,-5.195,0.0,0.3117,0.7547,1.1791
9,9,7.0751,9.0825,0.0,-0.6427,-0.7601,4.0105
9,10,9.9695,1.0646,0.0,0.9956,1.0644,0.8188
9,11,-6.1719,9.4558,0.0,0.7739,0.6107,0.668
9,12,4.1635,-3.7506,0.0,-1.2229,-0.0597,3.1904
9,13,1.963,-4.8808,0.0,1.2902,0.1239,0.0957
9,14,0.553,4.0056,0.0,-0.6623,-1.1411,4.1865
9,15,-8.7469,3.5957,0.0,-0.4681,0.9188,2.042
9,16,4.1128,-3.8061,0.0,-0.8418,0.5698,2.5465
9,17,-3.7449,-7.5811,0.0,1.0319,-0.3642,5.9439
9,18,7.7295,2.2282,0.0,-0.9903,-0.2021,3.3429
9,19,-4.4896,-1.7334,0.0,-0.6867,-0.9914,4.1066
9,20,-0.8432,-5.9352,0.0,0.9574,-0.6025,5.7215
9,21,-6.8709,-8.5862,0.0,-0.8068,-0.8346,3.9439
9,22,6.4495,5.4385,0.0,0.2768,1.2405,1.3513
9,23,-9.3048,-5.4189,0.0,0.5835,-0.9707,5.2536
9,24,-1.8146,2.3009,0.0,-0.3106,-0.8831,4.3742
9,25,-5.1107,2.8534,0.0,0.0483,-0.8024,4.7725
9,26,-7.5711,-1.5768,0.0,0.892,-0.2378,6.0227
9,27,-9.4468,-4.9054,0.0,-1.3623,0.295,2.9283
9,28,3.7423,9.6494,0.0,1.1832,-0.2841,6.0476
9,29,2.4412,4.0502,0.0,0.5689,-1.0033,5.2282
10,0,7.6276,0.6792,0.0,-1.2518,-0.5908,3.5826
10,1,-7.2798,-4.33,0.0,0.5157,-1.333,5.0815
10,2,8.2565,-5.5739,0.0,0.7407,0.6335,0.7075
10,3,7.9185,-1.4863,0.0,0.5974,1.0803,1.0657
10,4,7.6405,9.1638,0.0,0.9029,-1.0271,5.4336
10,5,4.9246,-3.852,0.0,0.5763,-1.3322,5.1207
10,6,6.5861,-4.3359,0.0,0.9784,0.9319,0.7611
10,7,6.6876,-5.4158,0.0,-1.3134,0.3952,2.8493
10,8,6.0174,-5.1698,0.0,0.3143,0.7537,1.1757
10,9,7.0537,9.0572,0.0,-0.6442,-0.7588,4.0085
10,10,10.0,1.1004,0.0,-0.9855,1.0737,2.3134
10,11,-6.1461,9.4761,0.0,0.7747,0.6096,0.6667
10,12,4.1227,-3.7525,0.0,-1.223,-0.0569,3.1881
10,13,2.0059,-4.8763,0.0,1.2891,0.1349,0.1043
10,14,0.5308,3.9676,0.0,-0.6654,-1.1393,4.1838
10,15,-8.7627,3.6262,0.0,-0.4745,0.9155,2.049
10,16,4.0848,-3.787,0.0,-0.8406,0.5715,2.5445
10,17,-3.7105,-7.5931,0.0,1.0332,-0.3605,5.9475
10,18,7.6964,2.2218,0.0,-0.9922,-0.1922,3.3329
10,19,-4.5125,-1.7665,0.0,-0.6874,-0.9909,4.1059
10,20,-0.8111,-5.9551,0.0,0.961,-0.5968,5.7274
10,21,-6.8979,-8.614,0.0,-0.8096,-0.8319,3.9406
10,22,6.459,5.4798,0.0,0.2842,1.2388,1.3453
10,23,-9.2856,-5.4514,0.0,0.5752,-0.9757,5.2451
10,24,-1.8249,2.2715,0.0,-0.3107,-0.883,4.3741
10,25,-5.109,2.8267,0.0,0.0526,-0.8022,4.7779
10,26,-7.5413,-1.5847,0.0,0.8921,-0.2375,6.023
10,27,-9.4923,-4.8959,0.0,-1.364,0.2868,2.9343
10,28,3.7818,9.6402,0.0,1.1854,-0.2748,6.0554
10,29,2.4602,4.0168,0.0,0.5698,-1.0027,5.2292
11,0,7.5857,0.6598,0.0,-1.2559,-0.582,3.5756
11,1,-7.2623,-4.3743,0.0,0.5253,-1.3292,5.0888
11,2,8.281,-5.5527,0.0,0.7372,0.6376,0.7131
11,3,7.9381,-1.4501,0.0,0.5881,1.0854,1.0743
11,4,7.6703,9.1293,0.0,0.8931,-1.0356,5.4241
11,5,4.9442,-3.8963,0.0,0.586,-1.328,5.128
11,6,6.6185,-4.3046,0.0,0.9714,0.9391,0.7685
11,7,6.6438,-5.4025,0.0,-1.3119,0.4003,2.8454
11,8,6.0279,-5.1447,0.0,0.3169,0.7526,1.1723
11,9,7.0321,9.032,0.0,-0.6457,-0.7575,4.0065
11,10,9.9668,1.1359,0.0,-0.9956,1.0644,2.3228
11,11,-6.1202,9.4964,0.0,0.7755,0.6086,0.6654
11,12,4.082,-3.7543,0.0,-1.2231,-0.0541,3.1858
11,13,2.0489,-4.8714,0.0,1.2879,0.1459,0.1128
11,14,0.5085,3.9297,0.0,-0.6685,-1.1375,4.1811
11,15,-8.7787,3.6566,0.0,-0.4808,0.9122,2.0559
11,16,4.0568,-3.7679,0.0,-0.8395,0.5731,2.5426
11,17,-3.676,-7.605,0.0,1.0345,-0.3568,5.951
11,18,7.6633,2.2157,0.0,-0.9941,-0.1822,3.3229
11,19,-4.5354,-1.7995,0.0,-0.6881,-0.9904,4.1052
11,20,-0.779,-5.9748,0.0,0.9645,-0.5911,5.7333
11,21,-6.925,-8.6416,0.0,-0.8123,-0.8293,3.9373
11,22,6.4687,5.5211,0.0,0.2917,1.237,1.3393
11,23,-9.2667,-5.4841,0.0,0.5668,-0.9805,5.2365
11,24,-1.8353,2.242,0.0,-0.3108,-0.883,4.374
11,25,-5.1071,2.7999,0.0,0.0569,-0.8019,4.7833
11,26,-7.5116,-1.5926,0.0,0.8921,-0.2371,6.0234
11,27,-9.5378,-4.8866,0.0,-1.3657,0.2786,2.9404
11,28,3.8214,9.6313,0.0,1.1875,-0.2655,6.0632
11,29,2.4792,3.9834,0.0,0.5708,-1.0022,5.2301
12,0,7.5437,0.6407,0.0,-1.26,-0.5732,3.5685
12,1,-7.2444,-4.4185,0.0,0.5349,-1.3254,5.096
12,2,8.3055,-5.5313,0.0,0.7336,0.6417,0.7187
12,3,7.9574,-1.4137,0.0,0.5787,1.0904,1.0829
12,4,7.6998,9.0945,0.0,0.8832,-1.044,5.4145
12,5,4.964,-3.9404,0.0,0.5957,-1.3237,5.1352
12,6,6.6506,-4.273,0.0,0.9644,0.9463,0.7759
12,7,6.6002,-5.389,0.0,-1.3103,0.4054,2.8415
12,8,6.0386,-5.1197,0.0,0.3195,0.7515,1.1688
12,9,7.0106,9.0067,0.0,-0.6473,-0.7562,4.0045
12,10,9.9333,1.1711,0.0,-1.0056,1.055,2.3322
12,11,-6.0943,9.5166,0.0,0.7763,0.6076,0.6641
12,12,4.0412,-3.756,0.0,-1.2233,-0.0513,3.1835
12,13,2.0918,-4.8662,0.0,1.2866,0.1568,0.1213
12,14,0.4861,3.8918,0.0,-0.6715,-1.1357,4.1784
12,15,-8.7949,3.6869,0.0,-0.4872,0.9088,2.0629
12,16,4.0289,-3.7488,0.0,-0.8384,0.5748,2.5406
12,17,-3.6415,-7.6168,0.0,1.0358,-0.3532,5.9546
12,18,7.6301,2.21,0.0,-0.9959,-0.1723,3.3129
12,19,-4.5584,-1.8325,0.0,-0.6888,-0.99,4.1045
12,20,-0.7467,-5.9943,0.0,0.968,-0.5854,5.7393
12,21,-6.9522,-8.6692,0.0,-0.815,-0.8266,3.934
12,22,6.4786,5.5622,0.0,0.2991,1.2353,1.3332
12,23,-9.2481,-5.517,0.0,0.5584,-0.9854,5.228
12,24,-1.8456,2.2126,0.0,-0.3109,-0.883,4.3739
12,25,-5.105,2.7732,0.0,0.0613,-0.8015,4.7887
12,26,-7.4818,-1.6005,0.0,0.8922,-0.2368,6.0237
12,27,-9.5834,-4.8776,0.0,-1.3674,0.2703,2.9464
12,28,3.861,9.6228,0.0,1.1895,-0.2562,6.071
12,29,2.4983,3.95,0.0,0.5718,-1.0017,5.2311
13,0,7.5016,0.6219,0.0,-1.264,-0.5643,3.5615
13,1,-7.2263,-4.4625,0.0,0.5444,-1.3215,5.1032
13,2,8.3298,-5.5098,0.0,0.73,0.6458,0.7243
13,3,7.9763,-1.3772,0.0,0.5693,1.0953,1.0915
13,4,7.7289,9.0594,0.0,0.8733,-1.0524,5.405
13,5,4.9842,-3.9844,0.0,0.6053,-1.3193,5.1425
13,6,6.6825,-4.2412,0.0,0.9573,0.9535,0.7834
13,7,6.5565,-5.3753,0.0,-1.3087,0.4105,2.8376
13,8,6.0493,-5.0947,0.0,0.3221,0.7504,1.1654
13,9,6.9889,8.9816,0.0,-0.6488,-0.7549,4.0025
13,10,9.8994,1.2059,0.0,-1.0154,1.0455,2.3416
13,11,-6.0684,9.5368,0.0,0.7771,0.6066,0.6628
13,12,4.0004,-3.7576,0.0,-1.2234,-0.0485,3.1812
13,13,2.1346,-4.8606,0.0,1.2852,0.1678,0.1298
